product_id,brand,product,description,price,product_link,img1,category
28928436,Orchid Blues,Orchid Blues Printed Off-Shoulder Playsuit,Orchid Blues Printed Off-Shoulder Playsuit,782,https://www.myntra.com/jumpsuit/orchid+blues/orchid-blues-printed-off-shoulder-playsuit/28928436/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/28928436/2024/4/13/82ff0c9e-55b0-46d1-97bf-7c33d520a7a81713018843009Jumpsuit1.jpg",bohemian
15658708,IX IMPRESSION,IX IMPRESSION Black & Turquoise Blue Printed Jumpsuit,IX IMPRESSION Black & Turquoise Blue Printed Jumpsuit,424,https://www.myntra.com/jumpsuit/ix+impression/ix-impression-black--turquoise-blue-printed-jumpsuit/15658708/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/15658708/2021/9/28/ea0d43a5-8887-49c9-bf41-8c78eec0dd701632822828670IXIMPRESSIONWomenBlackPrinted1.jpg",bohemian
27938564,SCORPIUS,SCORPIUS Floral Printed Longline Crepe Shrug,SCORPIUS Floral Printed Longline Crepe Shrug,584,https://www.myntra.com/shrug/scorpius/scorpius-floral-printed-longline-crepe-shrug/27938564/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/27938564/2024/2/29/f2226f39-3a39-413d-944c-98a3cc97a55b1709170946598CoralBloomCrepeShrug1.jpg",bohemian
22840638,WoowZerz,WoowZerz Women Abstract Printed Longline Shrug,WoowZerz Women Abstract Printed Longline Shrug,997,https://www.myntra.com/shrug/woowzerz/woowzerz-women-abstract-printed-longline-shrug/22840638/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/22840638/2023/4/21/f04aef13-da7c-48d5-8ecf-d11a5baeba5b1682020870218WoowZerzWomenMaroonAbstractPrintedShrug1.jpg",bohemian
7273854,Zima Leto,Zima Leto Black Solid Open Front Shrug,Zima Leto Black Solid Open Front Shrug,728,https://www.myntra.com/shrug/zima+leto/zima-leto-black-solid-open-front-shrug/7273854/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/7273854/2018/10/11/2c2f6986-ff56-45b8-b035-ce70d42ab34c1539249640047-Zima-Leto-Black-Solid-Open-Front-Shrug-5031539249639834-1.jpg",bohemian
25328792,UnaOne,UnaOne Floral Printed Longline Shrug,UnaOne Floral Printed Longline Shrug,699,https://www.myntra.com/shrug/unaone/unaone-floral-printed-longline-shrug/25328792/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25328792/2023/10/5/9a571ec5-b3a5-4e14-98a7-3d455a873bdf1696481866327UnaOneWomenPinkRedPrintedLonglineShrug1.jpg",bohemian
21849582,Kazo,Kazo Women Floral Printed Flared High-Rise Trousers,Kazo Women Floral Printed Flared High-Rise Trousers,1644,https://www.myntra.com/trousers/kazo/kazo-women-floral-printed-flared-high-rise-trousers/21849582/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/21849582/2023/2/4/630ddb93-8813-478d-9a66-320f608199741675508700871KazoWomenYellowFloralPrintedFlaredHigh-RiseTrousers1.jpg",bohemian
27336136,Berrylush Curve,Berrylush Curve Floral Printed V-Neck Playsuit,Berrylush Curve Floral Printed V-Neck Playsuit,758,https://www.myntra.com/jumpsuit/berrylush+curve/berrylush-curve-floral-printed-v-neck-playsuit/27336136/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/27336136/2024/2/5/039276db-e473-408c-b763-69ac882e557f1707099169643BerrylushCurvePrintedJumpsuit1.jpg",bohemian
23954592,RAISIN,RAISIN Floral Printed Waist Tie-ups Playsuit,RAISIN Floral Printed Waist Tie-ups Playsuit,2279,https://www.myntra.com/jumpsuit/raisin/raisin-floral-printed-waist-tie-ups-playsuit/23954592/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23954592/2023/7/10/549a91cf-3b13-4f29-8d4f-5a5575684b231688995586281RAISINPurpleGreenPrintedJumpsuit1.jpg",bohemian
26935740,Sleek Italia,Sleek Italia Floral Printed Belted Playsuit,Sleek Italia Floral Printed Belted Playsuit,799,https://www.myntra.com/jumpsuit/sleek+italia/sleek-italia-floral-printed-belted-playsuit/26935740/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/26935740/2024/1/16/b601ce36-9ad3-4c56-9dab-5f0caeb88cde1705383277522SleekItaliaBeigeBluePrintedJumpsuit1.jpg",bohemian
26874014,Miss Chase,Miss Chase Animal  Printed V-Neck Cotton Jumpsuit,Miss Chase Animal  Printed V-Neck Cotton Jumpsuit,1492,https://www.myntra.com/jumpsuit/miss+chase/miss-chase-animal--printed-v-neck-cotton-jumpsuit/26874014/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/26874014/2024/1/11/42a0f25b-aa5a-42ce-aca5-f0be1653879d1704914873514MissChaseTealMustardPrintedJumpsuit5.jpg",bohemian
24365694,Oxolloxo,Oxolloxo Floral Print Tie-Up Neck Playsuit,Oxolloxo Floral Print Tie-Up Neck Playsuit,719,https://www.myntra.com/jumpsuit/oxolloxo/oxolloxo-floral-print-tie-up-neck-playsuit/24365694/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/24365694/2023/8/6/45ebd8bf-712d-467c-b76d-04e2594dbcfb1691262936083OxolloxoBlackWhitePrintedwithLaceInsertsJumpsuit1.jpg",bohemian
23368132,JC Collection,JC Collection Ethnic Motifs Printed Playsuit,JC Collection Ethnic Motifs Printed Playsuit,5099,https://www.myntra.com/jumpsuit/jc+collection/jc-collection-ethnic-motifs-printed-playsuit/23368132/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23368132/2023/5/24/598d5bd1-ac99-40ff-90f8-ca734ea17dc51684900498056ClothingSet1.jpg",bohemian
25781306,Sleek Italia,Sleek Italia Floral Printed Waist Tie-Ups Playsuit,Sleek Italia Floral Printed Waist Tie-Ups Playsuit,799,https://www.myntra.com/jumpsuit/sleek+italia/sleek-italia-floral-printed-waist-tie-ups-playsuit/25781306/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25781306/2023/11/9/bf2fa1da-058f-4aa2-8261-5c8814f9dcbd1699473817420SleekItaliaOrangeGreenPrintedJumpsuit1.jpg",bohemian
28358414,THREAD MUSTER,THREAD MUSTER Printed Shirt Collar Sleeveless Waist Tie-Ups Playsuit,THREAD MUSTER Printed Shirt Collar Sleeveless Waist Tie-Ups Playsuit,874,https://www.myntra.com/jumpsuit/thread+muster/thread-muster-printed-shirt-collar-sleeveless-waist-tie-ups-playsuit/28358414/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/28358414/2024/3/19/6367e50b-f226-4cd9-adfd-487896a061d01710836778142Jumpsuit1.jpg",bohemian
17582566,20Dresses,20Dresses Women Black & White Floral Printed Playsuit,20Dresses Women Black & White Floral Printed Playsuit,1257,https://www.myntra.com/jumpsuit/20dresses/20dresses-women-black--white-floral-printed-playsuit/17582566/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/17582566/2022/3/19/7b540cfe-fea7-493a-8436-61b29c4163ea164766744652320DressesWomenMultiJumpsuit1.jpg",bohemian
21989570,Berrylush,Berrylush Women Floral Printed V-Neck Playsuit,Berrylush Women Floral Printed V-Neck Playsuit,961,https://www.myntra.com/jumpsuit/berrylush/berrylush-women-floral-printed-v-neck-playsuit/21989570/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/21989570/2023/3/6/fb3032d2-ecd6-4514-9437-edabf325f9611678081774461-Berrylush-Floral-Printed-Playsuit-8911678081773765-1.jpg26250896",bohemian
17190882,Berrylush,Berrylush Women Stunning Blue Printed Playsuit,Berrylush Women Stunning Blue Printed Playsuit,461,https://www.myntra.com/jumpsuit/berrylush/berrylush-women-stunning-blue-printed-playsuit/17190882/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/17190882/2022/3/2/4119f6bf-ae6d-4c1b-bf28-6524705a98f91646207184533-Berrylush-Women-Blue-Self-Tie-Ditsy-Floral-Halter-Romper-502-1.jpg",bohemian
22924282,SASSAFRAS,SASSAFRAS Orange & Green Floral Printed Front Tie Knot Playsuit,SASSAFRAS Orange & Green Floral Printed Front Tie Knot Playsuit,883,https://www.myntra.com/jumpsuit/sassafras/sassafras-orange--green-floral-printed-front-tie-knot-playsuit/22924282/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/22924282/2023/4/28/c77d7644-4b57-41f0-b6a7-1b2f870808a41682634197820Jumpsuit1.jpg",bohemian
24807032,Sleek Italia,Sleek Italia Floral Printed Waist Tie-Up Detailed Basic Playsuit,Sleek Italia Floral Printed Waist Tie-Up Detailed Basic Playsuit,799,https://www.myntra.com/jumpsuit/sleek+italia/sleek-italia-floral-printed-waist-tie-up-detailed-basic-playsuit/24807032/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/24807032/2023/9/4/bc0ab8a3-9cab-4e19-985e-c0d8e9da14061693837720813Jumpsuit1.jpg",bohemian
19037368,Vero Moda,Vero Moda Pink Floral Print Blouson Top,Vero Moda Pink Floral Print Blouson Top,839,https://www.myntra.com/tops/vero+moda/vero-moda-pink-floral-print-blouson-top/19037368/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/19037368/2022/7/9/d80e9d12-41a8-4180-b2d4-bbf755d85b1f1657361805322Tops1.jpg",bohemian
25325522,KALINI,KALINI Floral Printed Playsuit,KALINI Floral Printed Playsuit,944,https://www.myntra.com/jumpsuit/kalini/kalini-floral-printed-playsuit/25325522/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25325522/2023/10/5/606e3d96-046f-4a15-ada6-44a5f999d4541696526421977KALINIPinkWhitePrintedJumpsuit1.jpg",bohemian
27982472,StyleCast,StyleCast Green Floral Printed V-Neck Playsuit,StyleCast Green Floral Printed V-Neck Playsuit,949,https://www.myntra.com/jumpsuit/stylecast/stylecast-green-floral-printed-v-neck-playsuit/27982472/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/27982472/2024/3/1/b40ce57e-70ad-4f96-b99b-9bda0322d3001709301318756Jumpsuit1.jpg",bohemian
24267836,Kook N Keech,Kook N Keech Floral Printed Playsuit,Kook N Keech Floral Printed Playsuit,599,https://www.myntra.com/jumpsuit/kook+n+keech/kook-n-keech-floral-printed-playsuit/24267836/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/24267836/2023/7/31/15549e63-acd4-4ca9-88e4-4a5c82c4a7a91690787077268Jumpsuit1.jpg",bohemian
19865972,Berrylush,Berrylush Women Pink Floral Spaghetti Straps Playsuit,Berrylush Women Pink Floral Spaghetti Straps Playsuit,827,https://www.myntra.com/jumpsuit/berrylush/berrylush-women-pink-floral-spaghetti-straps-playsuit/19865972/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/19865972/2023/11/23/6b50fcf8-fa6f-4bdd-8ef6-65559f85b2b11700718187869-Berrylush-Women-Pink-Floral-Spaghetti-Straps-Playsuit-697170-1.jpg",bohemian
22857588,Berrylush,Berrylush Floral Printed Jumpsuit,Berrylush Floral Printed Jumpsuit,822,https://www.myntra.com/jumpsuit/berrylush/berrylush-floral-printed-jumpsuit/22857588/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/22857588/2023/5/2/cdec1bd2-1a9b-452b-a31f-0f605939d9e71683006994969-Berrylush-Women-Purple-Allover-Print-Butterfly-Sleeve-Belted-1.jpg23202104",bohemian
21668100,TeenTrums,TeenTrums Girls Floral Printed Jumpsuit,TeenTrums Girls Floral Printed Jumpsuit,899,https://www.myntra.com/jumpsuit/teentrums/teentrums-girls-floral-printed-jumpsuit/21668100/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/21668100/2023/1/23/bf9af8d8-f60a-4b0f-8674-e13ac6d96ea11674465717306TeenTrumsGirlsJumpsuit1.jpg",bohemian
28550124,United Colors of Benetton,United Colors of Benetton Girls Floral Printed Playsuit,United Colors of Benetton Girls Floral Printed Playsuit,1169,https://www.myntra.com/jumpsuit/united+colors+of+benetton/united-colors-of-benetton-girls-floral-printed-playsuit/28550124/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/28550124/2024/3/28/5bca3697-afda-4763-a8dc-b3385f69869a1711618164369Dungarees1.jpg",bohemian
23755234,Boohoo,Boohoo Floral Print Ruched Jumpsuit,Boohoo Floral Print Ruched Jumpsuit,2159,https://www.myntra.com/jumpsuit/boohoo/boohoo-floral-print-ruched-jumpsuit/23755234/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23755234/2023/7/14/b97852a8-58e9-410e-a79c-0d8915c5ed6f1689313407929-Boohoo-Floral-Print-Ruched-Jumpsuit-6631689313407602-1.jpg",bohemian
23535114,Crimsoune Club,Crimsoune Club Girls Floral Printed Playsuit,Crimsoune Club Girls Floral Printed Playsuit,799,https://www.myntra.com/jumpsuit/crimsoune+club/crimsoune-club-girls-floral-printed-playsuit/23535114/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23535114/2023/6/5/0af2f6a7-a68c-4dae-9b41-96b1412469ee1685981855666CrimsouneClubGirlsMultiColouredFloralJumpsuit1.jpg",bohemian
13879682,Mast & Harbour,Mast & Harbour Women Red & Blue Floral Print Playsuit,Mast & Harbour Women Red & Blue Floral Print Playsuit,719,https://www.myntra.com/jumpsuit/mast+%26+harbour/mast--harbour-women-red--blue-floral-print-playsuit/13879682/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/13879682/2021/4/3/a532fc11-40a5-4a10-a3cd-c5f29ef82e1f1617431038681-Mast--Harbour-Women-Jumpsuit-801617431037774-1.jpg",bohemian
25082230,Berrylush,Berrylush Floral Printed Shoulder Straps Gathered Playsuit,Berrylush Floral Printed Shoulder Straps Gathered Playsuit,719,https://www.myntra.com/jumpsuit/berrylush/berrylush-floral-printed-shoulder-straps-gathered-playsuit/25082230/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25082230/2023/9/20/77c9bd05-4246-4758-8af1-db5d791a84c01695215912623BerrylushBlackWhitePrintedJumpsuit1.jpg",bohemian
27925576,HAUTEQUE,HAUTEQUE Floral Printed Playsuit,HAUTEQUE Floral Printed Playsuit,3231,https://www.myntra.com/jumpsuit/hauteque/hauteque-floral-printed-playsuit/27925576/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/27925576/2024/2/28/d4f79caf-12ac-4e89-bdec-886ae737a7011709124803874AndresGreenMultiFloralPrintPlaysuit1.jpg",bohemian
29585726,JC Mode,JC Mode Floral Embroidered V-Neck Long Sleeves Playsuit,JC Mode Floral Embroidered V-Neck Long Sleeves Playsuit,2124,https://www.myntra.com/jumpsuit/jc+mode/jc-mode-floral-embroidered-v-neck-long-sleeves-playsuit/29585726/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29585726/2024/5/16/d1e83aa9-8443-4e08-8bce-19a32f10650b1715875802537Jumpsuit1.jpg",bohemian
22455772,SASSAFRAS,SASSAFRAS Floral Printed Boat Neck Long Sleeves Playsuit with Belt,SASSAFRAS Floral Printed Boat Neck Long Sleeves Playsuit with Belt,629,https://www.myntra.com/jumpsuit/sassafras/sassafras-floral-printed-boat-neck-long-sleeves-playsuit-with-belt/22455772/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/22455772/2023/3/21/5cf24932-f638-484c-a6e3-ceb5019e228f1679401096050SASSAFRASNude-ColouredWhitePrintedJumpsuit1.jpg",bohemian
22421436,Sleek Italia,Sleek Italia Floral Printed Playsuit With Waist Tie-Ups,Sleek Italia Floral Printed Playsuit With Waist Tie-Ups,699,https://www.myntra.com/jumpsuit/sleek+italia/sleek-italia-floral-printed-playsuit-with-waist-tie-ups/22421436/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/22421436/2023/3/18/6c58b4bd-d34b-4072-bdb3-65ed046aba791679144839175SleekItaliaBeigeYellowPrintedJumpsuit1.jpg",bohemian
25781280,Sleek Italia,Sleek Italia Floral Printed Playsuit,Sleek Italia Floral Printed Playsuit,799,https://www.myntra.com/jumpsuit/sleek+italia/sleek-italia-floral-printed-playsuit/25781280/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25781280/2023/11/9/d3e1f7e3-1fbd-43c0-bedc-6ec3adc8abae1699473800510SleekItaliaGreyBlackPrintedJumpsuit1.jpg",bohemian
24376726,Oxolloxo,Oxolloxo Floral Print V-Neck Playsuit,Oxolloxo Floral Print V-Neck Playsuit,569,https://www.myntra.com/jumpsuit/oxolloxo/oxolloxo-floral-print-v-neck-playsuit/24376726/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/24376726/2023/8/7/3a269ad2-441e-42ac-8a0b-236bd182a3741691403899173OxolloxoGreenPinkPrintedJumpsuit1.jpg",bohemian
29585758,JC Mode,JC Mode Floral Printed V-Neck Jumpsuit,JC Mode Floral Printed V-Neck Jumpsuit,1784,https://www.myntra.com/jumpsuit/jc+mode/jc-mode-floral-printed-v-neck-jumpsuit/29585758/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29585758/2024/5/16/3ede408c-1ba5-4dbc-9c16-99480825944b1715844255580Jumpsuit1.jpg",bohemian
28054470,El Paso,El Paso Colourblocked Flatform Sandals,El Paso Colourblocked Flatform Sandals,643,https://www.myntra.com/heels/el+paso/el-paso-colourblocked-flatform-sandals/28054470/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/28054470/2024/3/5/6a4d6aa2-fcda-4aa3-bc00-08a710b2e68d1709656038719ELPASOWomenTanFauxLeatherCasualSlipOnSandals1.jpg",bohemian
26632336,Mochi,Mochi Embellished Open Toe Wedge Heels,Mochi Embellished Open Toe Wedge Heels,1494,https://www.myntra.com/heels/mochi/mochi-embellished-open-toe-wedge-heels/26632336/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/26632336/2023/12/23/46c966a5-bed6-430f-b912-6681ef15aae11703329562956MochiBlackFashion1.jpg",bohemian
26882756,Luxyfeel,Luxyfeel Embellished Open Toe Wedges,Luxyfeel Embellished Open Toe Wedges,999,https://www.myntra.com/heels/luxyfeel/luxyfeel-embellished-open-toe-wedges/26882756/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/26882756/2024/1/11/6d3b4617-0d8b-4527-a2c5-503a329a48311704994258277LuxyfeelPeach-ColouredPartyBlockPumpswithBows6.jpg",bohemian
